13,25,78,70,9,84,75,69,20,53,100,84,72,95,74,64,76,88,49,57,41,72,40,55
51,26,47,87,70,63,56,62,56,91,43,40,84,87,89,99,36,61,53,48,42,48,12,72
100,23,53,17,54,8,63,59,40,1,33,24,10,9,99,47,89,18,63,75,40,87,39,67
47,75,69,79,71,53,15,84,4,97,53,89,4,90,60,26,64,88,70,86,80,55,75,99
69,7,61,90,23,19,9,24,61,75,86,89,94,91,88,70,62,61,100,67,25,4,63,99
48,8,74,59,19,87,91,94,61,75,36,10,17,97,80,92,28,75,69,40,86,68,53,42
26,8,94,55,49,76,40,61,32,25,63,46,87,2,82,26,69,44,9,90,76,33,25,9
50,77,83,40,45,38,83,78,19,68,35,32,88,69,57,11,41,88,29,73,59,85,88,90
42,80,5,35,54,32,93,76,3,98,42,89,36,94,92,8,35,41,19,86,12,16,95,36
57,25,70,44,46,92,98,33,86,21,83,33,54,53,98,60,51,22,51,27,23,79,73,78
12,78,51,1,83,19,21,26,1,66,72,7,36,40,30,14,71,27,67,22,44,87,43,21
42,65,42,2,89,12,28,9,89,27,58,88,10,73,18,8,42,88,28,48,69,18,21,41
6,5,59,86,65,40,3,15,59,43,42,15,4,36,82,99,59,10,75,34,9,82,95,18
33,94,95,94,65,76,76,97,82,64,34,24,11,43,54,79,7,85,37,10,67,48,93,26
70,32,25,53,79,61,25,35,31,83,55,63,62,48,62,6,74,66,2,45,49,95,97,7
61,51,93,9,8,13,85,79,34,52,48,56,5,87,6,62,66,62,15,41,78,76,27,62
33,30,61,51,58,17,55,66,74,52,30,3,5,35,14,16,26,4,11,59,100,24,12,81
48,99,71,74,45,60,94,69,73,96,32,98,45,68,1,82,12,40,36,67,61,61,87,20
3,65,69,5,42,61,86,92,57,42,85,29,74,87,17,70,12,79,42,43,79,59,39,43
5,93,47,22,1,2,6,30,91,86,2,42,41,34,60,1,45,91,15,14,15,84,36,10
88,58,64,26,36,98,42,85,99,31,51,88,9,49,37,54,74,34,92,86,4,48,29,89
60,8,40,86,7,32,51,91,13,96,59,55,3,46,49,55,83,41,95,58,62,43,68,51
13,6,26,85,94,77,3,10,72,57,31,30,100,98,95,75,51,12,46,86,42,7,92,90
51,19,97,94,9,46,82,88,8,80,55,33,74,54,74,57,93,89,87,1,53,29,100,5
11,64,14,65,1,87,19,22,63,67,44,100,42,21,16,74,25,85,10,94,18,72,38,1
61,67,31,34,12,61,18,5,50,29,20,97,7,53,3,67,93,11,31,9,60,46,70,98
27,86,84,89,90,37,55,90,11,68,90,9,46,79,52,78,36,11,61,48,89,63,74,36
52,7,41,42,97,19,85,51,73,40,35,81,13,43,35,47,89,8,65,87,64,91,6,85
41,31,71,27,99,39,38,31,26,54,13,14,60,62,85,29,3,52,89,9,73,17,47,52
59,71,90,54,19,73,78,30,39,12,90,31,29,6,85,19,35,49,15,87,48,51,49,31
98,23,59,20,8,32,26,86,2,66,100,5,91,97,48,6,18,57,28,43,81,10,56,98
14,42,10,45,59,34,34,94,72,57,84,34,77,85,94,40,77,18,67,44,81,75,52,69
53,36,88,84,21,63,59,16,56,71,60,90,65,12,98,71,97,32,92,88,56,90,87,74
54,39,93,6,2,13,26,55,1,81,15,53,12,28,40,84,68,94,82,46,90,10,7,16
76,73,53,62,45,85,94,17,79,36,46,49,60,98,42,38,71,50,77,51,12,28,51,3
24,65,86,27,58,75,49,60,99,56,38,95,64,96,38,24,37,33,75,61,35,53,77,36
57,9,49,10,65,58,8,24,45,89,91,15,13,28,92,67,93,93,78,9,6,22,59,16
26,96,69,71,13,88,6,92,92,61,60,19,53,79,15,61,98,63,25,71,93,51,50,14
6,48,94,31,26,80,33,64,50,39,12,35,9,10,30,35,27,41,99,67,64,8,60,62
2,52,74,33,89,57,45,43,71,50,57,29,82,55,86,49,40,72,60,74,48,79,96,40
30,25,49,89,100,50,33,2,92,81,49,1,29,59,71,32,60,71,51,97,66,16,92,52
33,37,71,37,97,20,56,50,28,93,62,90,46,94,56,14,91,51,73,76,83,69,97,41
95,30,73,34,72,83,88,68,71,25,42,50,23,100,22,49,72,36,63,54,100,96,40,4
41,45,88,33,98,30,73,89,66,95,5,33,82,3,78,65,10,98,22,65,18,11,64,55
8,70,100,60,3,94,65,15,72,40,34,45,88,31,80,53,4,32,92,38,73,8,93,7
46,53,8,71,80,8,87,39,37,22,23,15,67,9,40,7,74,24,80,49,82,29,47,34
13,25,81,62,2,39,93,38,91,33,84,45,17,46,87,29,85,2,4,4,18,25,51,10
89,7,8,82,6,93,35,18,46,83,64,91,100,65,81,7,73,21,54,9,68,57,51,83
40,100,52,82,64,45,21,32,32,71,57,90,41,19,57,17,94,26,34,36,36,41,79,11
46,39,75,71,60,69,86,30,8,10,16,34,96,52,35,36,100,20,55,81,66,79,62,44
76,24,25,99,67,14,47,8,81,12,15,16,2,74,58,27,77,60,2,87,11,67,84,18
71,8,72,14,26,71,77,70,56,11,45,57,89,61,5,48,16,85,41,30,38,50,3,96
33,56,78,56,17,31,58,34,40,76,58,61,63,16,64,91,63,28,35,1,42,18,48,100
5,12,39,9,61,51,36,93,27,13,91,22,58,64,26,39,78,26,6,97,27,69,56,62
56,72,23,31,36,100,77,49,64,58,50,41,27,36,66,21,64,92,82,13,1,96,13,50
59,73,17,1,84,66,18,74,89,71,74,77,62,26,33,73,38,86,55,51,11,9,37,61
13,58,8,79,58,43,53,57,17,63,90,96,81,24,48,42,33,68,11,34,64,82,79,48
35,1,85,89,46,78,55,55,45,29,51,77,93,68,28,62,7,75,39,22,41,55,52,47
93,45,97,86,39,83,100,29,87,7,24,68,96,96,67,57,20,38,6,39,33,90,62,90
48,21,12,41,26,11,87,100,57,88,87,71,55,90,54,38,99,31,67,18,66,4,45,44
18,6,43,74,96,70,82,17,43,12,95,96,68,48,13,21,50,67,49,81,69,35,84,74
96,69,41,96,98,17,80,43,10,78,58,72,85,75,70,73,32,72,95,24,84,60,75,92
4,62,90,28,24,96,74,2,87,61,46,85,12,68,66,37,44,12,96,11,78,2,25,2
26,80,71,9,70,48,19,89,77,32,92,50,87,17,84,20,94,94,13,70,78,23,64,65
49,45,53,85,88,24,71,94,81,67,71,35,1,62,23,77,32,1,71,70,24,69,53,100
47,100,60,70,12,75,18,79,88,96,99,16,65,44,62,64,94,26,76,87,33,17,75,45
34,59,98,90,66,47,33,24,5,9,2,17,12,38,83,81,32,30,22,98,17,87,19,28
28,47,29,34,82,73,53,34,79,21,66,33,10,91,79,64,38,90,42,34,69,84,81,32
93,64,35,75,62,95,78,21,6,43,5,13,50,95,13,100,39,17,55,2,47,74,27,28
55,24,56,95,20,51,35,73,6,80,15,72,2,40,30,82,65,12,71,97,98,8,33,5
61,96,81,22,37,86,44,78,17,87,68,51,1,41,37,90,3,36,49,89,58,22,14,100
14,96,12,85,18,65,81,56,22,29,26,47,7,99,89,37,25,71,2,33,89,72,4,92
97,9,22,77,42,24,71,27,46,37,9,57,89,29,36,31,23,13,89,47,40,37,56,22
2,65,78,51,46,58,93,83,68,71,99,68,97,46,32,41,3,57,65,33,44,69,48,69
25,22,96,17,13,24,54,33,73,100,25,67,71,75,85,1,39,51,15,55,86,48,98,52
55,98,77,5,60,53,29,99,45,52,53,18,84,45,53,13,29,8,64,62,74,28,45,76
67,34,14,54,20,65,27,28,49,39,68,63,27,81,16,12,23,16,90,28,14,48,56,40
44,78,71,61,37,32,61,21,37,37,64,50,51,74,8,3,23,52,84,5,76,14,82,22
24,48,7,56,29,39,47,41,34,12,30,19,52,30,52,99,48,80,41,66,2,66,1,43
76,82,32,70,67,74,26,53,2,93,12,8,21,65,25,65,70,91,67,77,73,50,53,98
72,89,55,70,34,86,55,99,59,31,76,38,92,40,54,57,75,74,1,53,2,81,63,62
73,52,37,75,9,44,21,81,81,58,12,50,65,55,29,74,79,31,59,33,43,52,30,71
39,42,71,75,97,27,9,97,58,57,26,1,26,76,79,32,75,92,81,65,42,19,72,61
79,64,79,59,16,91,34,55,82,19,83,87,81,77,92,46,80,4,2,64,67,12,70,70
100,16,70,72,21,81,22,100,42,33,62,82,73,9,80,52,22,48,30,37,66,73,36,83
93,21,44,4,9,25,1,68,19,89,82,5,96,50,1,91,69,29,68,23,82,61,100,5
7,32,34,51,77,49,45,58,90,58,83,70,48,5,50,99,88,27,90,91,49,92,98,37
5,45,97,83,6,85,58,36,63,38,28,47,31,77,74,57,10,68,66,92,87,33,76,79
39,98,18,69,62,15,13,49,40,22,5,70,95,29,10,49,86,19,43,86,92,3,85,25
29,58,93,57,3,57,17,45,60,97,92,55,52,99,20,56,50,46,85,72,11,46,45,41
20,38,30,48,100,78,74,28,52,78,71,74,31,26,41,53,98,66,91,98,27,42,33,13
6,38,93,8,53,32,73,34,71,83,85,13,14,8,53,39,84,89,36,36,36,73,56,92
91,9,64,12,86,22,98,82,50,40,100,61,59,80,58,65,5,56,52,66,8,22,83,64
33,89,69,4,23,93,2,69,67,30,80,85,24,2,84,1,40,58,48,90,54,89,51,59
32,95,31,5,49,56,6,79,13,33,45,83,9,6,18,76,2,43,10,15,1,33,88,43
4,48,54,90,65,99,10,78,4,26,92,52,32,95,11,43,32,21,60,20,50,72,25,1
29,85,19,86,51,98,19,6,15,81,98,26,13,69,27,71,86,66,99,13,71,80,64,10
26,96,61,44,3,45,8,84,87,37,76,57,79,75,84,21,64,10,56,44,12,41,18,82
46,7,15,42,34,7,59,36,72,33,13,39,50,88,3,78,56,64,94,32,76,22,57,98
61,4,64,78,67,89,13,54,29,74,9,41,54,43,51,72,89,31,77,49,59,25,27,47
68,49,49,11,7,11,95,70,96,72,79,30,27,54,53,78,36,80,80,65,45,47,14,82
23,18,78,11,100,53,76,100,52,50,21,86,20,6,96,55,19,27,59,45,36,39,94,21
1,63,31,52,80,22,73,83,65,88,61,46,12,96,64,62,33,39,83,9,3,74,7,63
38,24,61,32,32,85,10,62,75,18,67,3,94,95,38,64,40,82,68,58,55,79,96,11
23,99,82,10,41,78,63,94,13,6,22,85,47,39,68,96,29,85,33,95,16,72,25,79
89,94,81,56,1,30,18,9,49,11,98,22,15,9,59,49,74,54,20,9,63,24,69,99
51,5,87,15,20,49,43,65,76,18,46,73,67,84,75,72,68,55,80,28,89,100,100,42
34,74,15,55,51,65,5,68,23,83,48,14,90,50,29,32,42,20,64,19,87,89,70,63
90,38,90,81,21,77,48,97,1,86,26,61,59,37,8,6,19,10,41,14,6,70,14,70
59,5,38,45,62,53,44,91,78,78,55,1,81,19,64,77,12,78,12,44,41,27,13,16
1,12,25,33,4,61,69,92,30,90,5,76,56,70,21,73,13,41,9,72,52,23,49,30
95,49,96,86,6,74,8,44,5,36,83,49,22,4,51,11,32,39,69,19,32,16,26,84
35,19,2,48,53,17,9,52,60,65,74,66,89,49,62,44,37,33,72,27,67,41,21,88
68,32,27,3,67,99,57,22,57,10,87,91,92,9,45,73,9,64,7,85,92,16,13,1
52,55,83,30,82,30,14,78,85,89,91,41,50,18,62,5,86,24,54,69,87,86,38,33
52,60,41,86,29,63,90,73,74,18,93,78,70,49,7,92,36,5,51,51,15,65,55,67
87,43,97,74,45,65,3,43,84,47,72,29,49,29,72,47,76,12,73,1,23,24,91,49
77,41,30,77,78,89,80,6,93,44,59,43,77,66,17,100,17,18,46,9,43,4,97,78
52,21,40,22,95,66,79,28,65,77,63,59,4,99,91,66,39,86,86,58,69,71,25,27
61,70,73,27,58,26,19,42,88,73,95,52,75,71,27,37,21,61,88,33,12,50,32,25
97,77,89,95,4,9,79,43,92,56,19,61,34,35,29,1,6,42,71,10,39,89,77,71
48,51,65,47,89,60,17,15,96,19,96,87,50,31,17,39,2,41,28,49,13,18,57,37
49,40,31,19,12,92,53,16,5,79,23,82,27,4,34,86,33,12,4,12,49,37,42,74
66,32,13,30,85,12,47,82,42,50,98,25,39,50,9,29,82,65,17,51,78,77,27,90
20,11,75,96,19,42,63,44,13,51,52,90,65,21,62,25,75,20,45,73,15,2,84,32
69,43,88,99,32,74,52,31,71,99,79,55,33,61,42,9,62,23,83,37,56,35,68,40
28,84,59,47,57,7,17,83,78,4,98,20,68,77,2,1,50,51,74,15,55,34,100,98
62,42,67,22,87,25,5,8,73,35,98,74,14,55,26,41,97,73,12,55,72,11,22,100
74,43,50,52,16,52,99,69,77,98,77,76,19,31,78,63,22,1,19,91,75,31,3,19
43,15,60,24,50,8,34,44,93,37,24,82,52,87,22,69,50,29,75,27,39,9,37,82
52,36,3,7,52,79,100,56,53,40,26,62,46,10,44,18,67,89,64,26,21,94,67,24
60,7,31,50,97,9,30,58,74,93,27,18,57,63,96,24,66,26,29,95,41,39,89,23
93,13,55,46,37,29,64,72,51,11,53,9,50,79,67,73,39,38,21,5,80,100,20,69
62,87,3,86,47,46,52,29,2,11,76,92,98,56,21,19,97,1,39,44,80,72,66,43
44,62,1,48,54,51,69,23,55,89,76,96,70,15,38,63,20,39,66,78,60,20,41,52
26,32,96,88,14,65,3,7,16,91,38,43,26,52,62,22,5,28,98,69,8,29,43,90
9,58,87,6,62,93,60,79,8,21,41,78,27,62,44,27,40,10,59,24,71,26,3,51
86,39,57,18,37,21,51,100,73,44,68,73,14,28,89,84,93,74,9,74,100,6,84,53
51,27,16,91,9,58,19,49,57,57,79,3,91,58,31,24,62,4,27,74,7,2,28,87
64,66,88,44,63,91,46,98,85,88,11,21,64,77,78,66,69,28,41,71,53,58,50,51
6,96,26,73,62,94,26,11,69,30,12,28,59,9,35,94,70,37,52,84,96,49,21,94
93,57,8,43,38,20,15,59,84,20,36,86,58,2,19,4,42,65,9,13,24,54,82,19
56,17,35,7,75,2,14,57,31,51,60,11,52,47,60,17,50,68,18,88,77,31,54,65
54,72,27,28,70,69,48,38,68,38,36,64,93,75,85,89,26,91,21,53,71,33,34,21
